usb connected 
------------------------------------ 
Sensor:       BMP280 
Type:         Ambient Temp (C) 
Driver Ver:   1 
Unique ID:    280 
Min Value:    -40.00 
Max Value:    85.00 
Resolution:   0.01 
----------------------------------- 
 
 
Callsign, BMPTemp, LMTemp, NTCTemp, BMPPressure, MPXPressure, BMPCalculatedAltitude 
pong 
PongCallsign, BallPosX, BallPosY, BallAngle, GroundPaddlePos, CansatPaddlePos 
Grid Size X = 15 
Grid Size Y = 15 
Line Size = 5 
 
TFB, 25.58, 0.25, 0.43, 1021.42, 1017.90, -3.53, A 
TFB, 25.59, 0.19, 0.43, 1021.45, 1017.90, -3.65, A 
TFB, 25.59, 0.39, 0.43, 1021.45, 1017.90, -3.63, A 
TFB, 25.59, 0.20, 0.43, 1021.43, 1017.90, -3.18, A 
TFB, 25.59, 0.36, 0.43, 1021.42, 1017.90, -3.63, A 
TFB, 25.59, 0.43, 0.43, 1021.45, 1017.90, -3.36, A 
TFB, 25.59, 0.20, 0.43, 1021.43, 1018.99, -3.29, A 
TFB, 25.58, 0.42, 0.43, 1021.44, 1017.90, -3.45, A 
TFB, 25.59, 0.32, 0.43, 1021.42, 1017.90, -3.50, A 
TFB, 25.59, 0.45, 0.43, 1021.45, 1017.90, -3.64, A 
TFB, 25.59, 0.22, 0.43, 1021.43, 1017.90, -3.86, A 
TFB, 25.58, 0.25, 0.43, 1021.47, 1017.90, -3.71, A 
TFB, 25.58, 0.41, 0.43, 1021.45, 1017.90, -3.54, A 
TFB, 25.58, 0.19, 0.43, 1021.46, 1017.90, -3.75, A 
TFB, 25.59, 0.23, 0.43, 1021.44, 1017.90, -3.63, A 
TFB, 25.59, 0.32, 0.43, 1021.47, 1016.82, -3.87, A 
TFB, 25.58, 0.29, 0.43, 1021.44, 1018.99, -3.41, A 
TFB, 25.59, 0.19, 0.43, 1021.46, 1017.90, -3.62, A 
TFB, 25.58, 0.46, 0.43, 1021.46, 1017.90, -3.67, A 
TFB, 25.57, 0.19, 0.43, 1021.43, 1017.90, -3.24, A 
TFB, 25.57, 0.19, 0.43, 1021.48, 1017.90, -3.65, A 
TFB, 25.57, 0.22, 0.43, 1021.46, 1017.90, -3.70, A 
TFB, 25.58, 0.19, 0.43, 1021.47, 1017.90, -3.54, A 
TFB, 25.57, 0.38, 0.43, 1021.44, 1017.90, -3.87, A 
TFB, 25.57, 0.22, 0.43, 1021.43, 1018.99, -3.51, A 
TFB, 25.57, 0.19, 0.43, 1021.47, 1017.90, -3.56, A 
TFB, 25.57, 0.20, 0.43, 1021.44, 1017.90, -3.58, A 
TFB, 25.57, 0.22, 0.43, 1021.46, 1017.90, -3.66, A 
TFB, 25.57, 0.19, 0.43, 1021.42, 1017.90, -3.48, A 
TFB, 25.57, 0.22, 0.43, 1021.43, 1017.90, -3.72, A 
TFB, 25.57, 0.32, 0.43, 1021.41, 1017.90, -3.64, A 
TFB, 25.57, 0.23, 0.43, 1021.46, 1018.99, -3.87, A 
TFB, 25.57, 0.19, 0.43, 1021.44, 1017.90, -3.46, A 
